moonbeemashlee Q: Your face is nastyy<br>A: your just jealous Your face is nastyy your just jealous ,H
moonbeemashlee Q: your fucking ugly.<br>A: like your mom your fucking ugly. like your mom ,H
moonbeemashlee Q: your mad ugly. true talk.<br>A: like your face your mad ugly. true talk. like your face ,L
moonbeemashlee Q: your not FUCKING pretty stop hating on grace and all these pretty girls your just jealous. omg<br>A: why would i wanna be jealous of them? your not FUCKING pretty stop hating on grace and all these pretty girls your just jealous. omg why would i wanna be jealous of them? brittxxxvanity,H
moonbeemashlee Q: Your probably the one faking KAI! HUH! FUCKING BITCH!<br>A: hun i have a life unlike you Your probably the one faking KAI! HUH! FUCKING BITCH! hun i have a life unlike you ,M
moonbeemashlee Q: Your so fucking immature I&#039;m sorry you have no friends so you have to be rude to everyone<br>A: your just jealous im sexy and your not :P stupid Anonymous show your face faggot Your so fucking immature I&#039;m sorry you have no friends so you have to be rude to everyone your just jealous im sexy and your not :P stupid Anonymous show your face faggot ,H
moonbeemashlee Q: your thing says your very sexy.. lololol hah ! LIES ! ! :)<br>A: stalker much? your thing says your very sexy.. lololol hah ! LIES ! ! :) stalker much? ,M
moonbeemashlee Q: your ugly as fuuuuck ( : betty is 10000% prettier than youuu so stopp being a bitchhh.<br>A: psh yea right your ugly as fuuuuck ( : betty is 10000% prettier than youuu so stopp being a bitchhh. psh yea right ,H
moonbeemashlee Q: your ugly<br>A: your momma your ugly your momma ,H
moonbeemashlee Q: YOURE UGLY (:<br>A: stop talking about yourself :) YOURE UGLY (: stop talking about yourself :) ,M
nicomm Q: &quot;iloveyoubaby&quot; &quot;iloveyoutoobabygirl&quot; that ^ haha [x<br>A: Yess it was pretty cute ;) &quot;iloveyoubaby&quot; &quot;iloveyoutoobabygirl&quot; that ^ haha [x Yess it was pretty cute ;) barbieFbaby,none
nicomm Q: :)<br>A: :)) :) :)) shira5108,none
nicomm Q: a c t u a l l y;;i DO want himm<33 [: so you can hush that! [:<br>A: Goooooood cause I want you too ;))) <3 a c t u a l l y;;i DO want himm<33 [: so you can hush that! [: Goooooood cause I want you too ;))) <3 barbieFbaby ,none
nicomm Q: ahaa ge i wonder ? [; ha i likee you kidd <3<br>A: Awww maybe you should tell me who you are so we can get to know each other KID ;) <3 ahaa ge i wonder ? [; ha i likee you kidd <3 Awww maybe you should tell me who you are so we can get to know each other KID ;) <3 ,L
nicomm Q: ahaa to late i already sent youu onee[;<br>A: ooo i guess you're too quick for me ;) ahaa to late i already sent youu onee[; ooo i guess you're too quick for me ;) barbieFbaby,none
nicomm Q: ahahaahahahaha. yourr a funny kid.<br>A: I knowwww :) ahahaahahahaha. yourr a funny kid. I knowwww :) barbieFbaby ,none
nicomm Q: ahh this is cutee [;<br>A: What's cute? ahh this is cutee [; What's cute? barbieFbaby ,none
nicomm Q: alright cool :)<br>A: :))) alright cool :) :))) shira5108,none
nicomm Q: and why is that?<br>A: I forgot what we were talking about :p I love you twinsie<3 and why is that? I forgot what we were talking about :p I love you twinsie<3 barbieFbaby,none
nicomm Q: And why would you fight for her jst asken<br>A: Because she is an amazing person and I hope that she would agree with me when i say we're &quot;close friends&quot;... And why would you fight for her jst asken Because she is an amazing person and I hope that she would agree with me when i say we're &quot;close friends&quot,none
nicomm Q: andrew once again stop talking to MY friends. nobody likes you. you think your hot shit and thats whats annoying. bye failed rapist :)<br>A: Hahahaha :D andrew once again stop talking to MY friends. nobody likes you. you think your hot shit and thats whats annoying. bye failed rapist :) Hahahaha :D Lindzee ,H
nicomm Q: anyone or someone particular?<br>A: Kinda...but idk if she's still feelin it... anyone or someone particular? Kinda...but idk if she's still feelin it,none
nicomm Q: are u guus foing out yet!???<br>A: Yes we are. are u guus foing out yet!??? Yes we are.,none
nicomm Q: are you and lindsey talking?<br>A: As friends...but nothing more than that she doesn't like me like that are you and lindsey talking? As friends...but nothing more than that she doesn't like me like that,none
nicomm Q: are you foing out???<br>A: nah bro not yet...hopefully soon though :) are you foing out??? nah bro not yet...hopefully soon though :),none
nicomm Q: Are you saying you would fight for lindsey because a lot of people would. Your not the first &quot;challenge.&quot;<br>A: I'm not trying to be the challenge. Ithought you were but seeing as you're not then there's no point in arguing. And yes i would fight for Lindsey anytime anywhere. Are you saying you would fight for lindsey because a lot of people would. Your not the first &quot;challenge.&quot; I'm not trying to be the challenge. Ithought you were but seeing as you're not then there's no point in arguing. And yes i would fight for Lindsey anytime anywhere. ,none
nicomm Q: arent u guys going out?<br>A: nah buddy...so who are you? arent u guys going out? nah buddy...so who are you? ,none
nicomm Q: ASSHOLE<br>A: ??? ASSHOLE ??? ,H
nicomm Q: Aw see even nico does nott want too go near you. I like that you try and typeall ghetto. YOU dont fucking scare me you bitch. Ill fucking kill you if we faught. You&#039;d probably bring your &quot;ghetto friends&quot; Bahahaha. Who would that be? Bella and kendall? Pff<br>A: Actually i would love to &quot;go near her&quot; but im not the kind of asshole who puts that sort of unfair pressure on a girl :) and shut the fuck up you're not hardcore you cunt....you probably know nothing about fighting and im sure you'd get fucked up in a real fight so stop acting badass and go aay unless you're gonna stop being a bitch and do something about it. Aw see even nico does nott want too go near you. I like that you try and typeall ghetto. YOU dont fucking scare me you bitch. Ill fucking kill you if we faught. You&#039;d probably bring your &quot;ghetto friends&quot; Bahahaha. Who would that be? Bella and kendall? Pff Actually i would love to &quot;go near her&quot; but im not the kind of asshole who puts that sort of unfair pressure on a girl :) and shut the fuck up you're not hardcore you cunt....you probably know nothing about fighting and im sure you'd get fucked up in a real fight so stop acting badass and go aay unless you're gonna stop being a bitch and do something about it. ,H
nicomm Q: Aww you&#039;ll have some beat my ass? Your not &quot;badass&quot; enough to do it yourself? Exactly what imeant by pussssssyss<33333<br>A: Cause you're probably a fuckin girl. Tell me who youu are and ill do it myself. Aww you&#039;ll have some beat my ass? Your not &quot;badass&quot; enough to do it yourself? Exactly what imeant by pussssssyss<33333 Cause you're probably a fuckin girl. Tell me who youu are and ill do it myself. ,M
nicomm Q: because if its who i think it is i asked if she wants a boyfriend and you can find out the rest from her if it is her<br>A: Who do you think it is? because if its who i think it is i asked if she wants a boyfriend and you can find out the rest from her if it is her Who do you think it is? ,none
nicomm Q: bullllllllll. ( : ahah.<br>A: I swear! I could never lie to my fiancee! ;) bullllllllll. ( : ahah. I swear! I could never lie to my fiancee! ;) barbieFbaby ,none
nicomm Q: but it says right above that i cant :(<br>A: That's sarcasm...its why i put a winky face ;) but it says right above that i cant :( That's sarcasm...its why i put a winky face ;),none
nicomm Q: Cute :)<br>A: Thanksss :) who is this? :D Cute :) Thanksss :) who is this? :D ,none
nicomm Q: dickkkkkkkkkkkkkk????<br>A: Vaginaaaaaaaaa??? dickkkkkkkkkkkkkk???? Vaginaaaaaaaaa??? ,none
nicomm Q: did u ever like tayler philips?<br>A: Maybe...why? did u ever like tayler philips? Maybe...why? ,none
nicomm Q: Do u wanna get raped? ;) hehe<br>A: Not really why don't we just have sex? :D hahahaha Do u wanna get raped? ;) hehe Not really why don't we just have sex? :D hahahaha,M
nicomm Q: do you think girls look better with makeup on or none?<br>A: Idk...i personally think makeup is unnecessary because it merely hides natural beauty do you think girls look better with makeup on or none? Idk...i personally think makeup is unnecessary because it merely hides natural beauty ,none
nicomm Q: do you want a girlfriend?<br>A: Yeah I wanna be with someone... do you want a girlfriend? Yeah I wanna be with someone,none
nicomm Q: do you want another hint?<br>A: Yess :) do you want another hint? Yess :) ,none
nicomm Q: does it look like i give a flying fuck? ;]<br>A: you should cause you're a friendless faggot does it look like i give a flying fuck? ;] you should cause you're a friendless faggot ullnevanoo ,H
nicomm Q: DONT EVEN TRY TO DENY IT SHE CAN DO SO MUCH BETTER THEN YOU. I JUST WISH SHE COULD OPEN THOSE PRETTY LITTLE EYES OF HERS AND SEE IT! FUCKING PLAYER!!!!!!<br>A: im sure she can DONT EVEN TRY TO DENY IT SHE CAN DO SO MUCH BETTER THEN YOU. I JUST WISH SHE COULD OPEN THOSE PRETTY LITTLE EYES OF HERS AND SEE IT! FUCKING PLAYER!!!!!! im sure she can ,L
nicomm Q: Dont squirm motha fucka! its just a syringe. in my spare time i skin these NIGGERS and hit up the nigga nico to binge! Aha what up nigga zure!<br>A: Nice rhyme LLAMA FUCKER!!! ;) Dont squirm motha fucka! its just a syringe. in my spare time i skin these NIGGERS and hit up the nigga nico to binge! Aha what up nigga zure! Nice rhyme LLAMA FUCKER!!! ;) ,M
nicomm Q: dudde ima fuuck you til you bleed:)<br>A: Haha sorry I'm not into that sort of thing dudde ima fuuck you til you bleed:) Haha sorry I'm not into that sort of thing ,H
nicomm Q: dude you are such a fucken fagget ahahaha<br>A: Ahaha that's funny you anonymous bitch!!! :) dude you are such a fucken fagget ahahaha Ahaha that's funny you anonymous bitch!!! :) ,H
nicomm Q: EW FUCKKK NO SHES UGLY AS FUUUCCKKK.<br>A: If she was ugly as &quot;fuck&quot; then i wouldn't be talking to her you retard...i know a pretty girl when i see one EW FUCKKK NO SHES UGLY AS FUUUCCKKK. If she was ugly as &quot;fuck&quot; then i wouldn't be talking to her you retard...i know a pretty girl when i see one ,H
nicomm Q: ew i wuld never be jelous of ur life. coke yup thats a drug to but u still seem to handle with it a lot. no one gives a flying fuck about ur life and leave andrew the fuck alone bc u only hate him for the firey cunt<br>A: haha i don't do coke you idiot...and i dont give a fuck about that guy he's the one commenting on my formspring so shut up ew i wuld never be jelous of ur life. coke yup thats a drug to but u still seem to handle with it a lot. no one gives a flying fuck about ur life and leave andrew the fuck alone bc u only hate him for the firey cunt haha i don't do coke you idiot...and i dont give a fuck about that guy he's the one commenting on my formspring so shut up ullnevanoo ,H
nicomm Q: ew VVVVVVV<br>A: I don't know which question you're pointing at asshole. ew VVVVVVV I don't know which question you're pointing at asshole.,L
nicomm Q: exactly. ur not hard get the fuck over urself<br>A: How about you get over me and get the fuck out of here. exactly. ur not hard get the fuck over urself How about you get over me and get the fuck out of here.,L
nicomm Q: FRANCES &amp;&amp;&amp;&amp; NiCO; take uur convo&#039;s to private no one wants to hearrr all loveyyy doveyy!!!! shutup!!!!<br>A: ahaha shut upp FRANCES &amp;&amp;&amp;&amp; NiCO; take uur convo&#039;s to private no one wants to hearrr all loveyyy doveyy!!!! shutup!!!! ahaha shut upp ,L
nicomm Q: frances laura senecal is ugglyyy.<br>A: No Frances Laura Senecal is gorgeous. She's absolutely one of the most beautiful girls i've ever seen. frances laura senecal is ugglyyy. No Frances Laura Senecal is gorgeous. She's absolutely one of the most beautiful girls i've ever seen. ,L
