  iraq is not good  ===  ===  usa is bad   ,1
"  ____ fuck off you little asshole. if you want to talk to me as a human start showing some fear the way humans act around other humans, because if you continue your beligerant campaign, i will cross another boundary and begin off-site recruitmehnt.   i can escalate till i am rhetorically nuclear with the whole goddamed mob of you if that is where you think you will find what you want.   you had better start expressing some interest in the concerns presented to you or your credibility as either a document or a community will be about that of a pile of shit.",1
"i have a dick, its bigger than yours! hahaha",1
  == renault ==  you sad little bpy for driving a renault clio which has no vaa voom so there and the mcflurry is made of shit,1
  == renault ==  you sad little bo for driving a renault clio which has no vaa voom so there and the mcflurry is made of shit,1
"34, 30 nov 2004 (utc)  ::because you like to accuse me of reverting, when in fact this seems to be your modus operandi. also, i don't beleive that shorne is a troll any more than i beleive you are a troll. -    ::: i have added responses to the above.  this is a tu quoque argument.  just because i've reverted vandals and trolls does not mean you do not revert as well.    ::::then i suggest you look at the reasons for my reverts. i have each time: taken the page to talk. have tried to compromise your reversions. only reverted you because you reverted yourself, in most cases losing information. allow my to continue the history log a bit later. then we'll see. -    ::: and i'm guessing you're not expert on shorne, so what you think probably shouldn't have much weight.  01:",1
"`  ::you are not worth the effort. you are arguing like viriditas and pename now. 24 hours really means 24 and a half hours. four reverts in more than 24 hours is violating the ``spirit`` of the three revert in 24 hour rule - as interpreted by you. ``so tough.`` who needs rules? just make it up as you go along and do what you want - call it ``discretion``. you violate the rules by blocking me then claim i violated the ``spirit of the rule.``  your violation is ``debatable`` like the occupied territories are ``disputed.`` you are just abusing your authority to push your petty authoritarian agenda that obviously reflects your personal insecurities. you think you can threaten and bully me.  ``and i guess you won't be reverting so quickly in future, will you now?`` what a weasel. please go ahead and contribute your petty complaints to ban me so i don't bother wasting my time on a project populated by immature arrogant twerps, fascist zionist bigots, islamophobe hate-mongers, bunch of lameass bigots and losers. why waste my time?   `",1
"yes, complain to your rabbi and then go shoot some more defenseless arabs to take out your frustration.    ",1
"  i am using the sandbox, ass wipe",1
"  == god damn ==  god damn it fuckers, i am using the god damn sand box",1
"  == why are you such a gay nigger?!?! ==  god damndd... you are such a gay nigger. fuck fuck shtay away from my kcik ass talk page, bitch!!   i am angry  do not be a baby   plz do not pos t anymore on my atalk or dicuser page!!  i am going to cum to ur house and kill your faggity ass",1
"  == i have a hard on for war ==  sup, niggs?????????????????????111111111111111111111111",1
"`   ===an odd deletion===  i am curious. why did you delete this:  ``::you don't know jack, read his autobiography cretin, he lived in the uk, his second wife was a model from a famous uk family, his first wife was from a major mafia family and was also a model. her cousin was gia the model that died of aids from being a junkie. so you know nothing about sollog, you're just like the towlah here saying lies. ``  if true it offers factual info on sollog? some say sollog is also jpessene. you may find this  interesting  `",1
"  == whoa ==  you are a bi fat idiot, stop spamming my user space.",1
"  == whoa ==  you are a big fat idot, stop spamming my userspace",1
"  == fuck you thue ==  you brain dead fuck, you can't block me. thanks to proxy servers and anon browsing i can come to wiki zillion times so if scum like you think that you can block me then you are in for big surprise you faggot. i am giving you last chance in civilized way to stop vandalizing kash jaffrey. don't fuck with canadian content, its to advance for your empty brain to concieve. and lastly if you want to leave message then write (don't use predefine one liners.) see ya asshole  joey",1
"  ::: hey bobby, get a clue, i dont deal with tards or liars.  ",1
"  :: first of all, who the fuck died and made you the god on what is and what is not plagiarism? it seems like a pretty clear cut case to me. if text from the article matches text found in another source word for word, then it seems fairly clear cut that it is plagiarized. i would also point out, again, for like the umpteenth fucking time, that this user has been using plagiarized material repeatedly and only takes it out after being beaten over the head with it. secondly, don’t you fucking dare try and threaten me with what might and might not be said in arbitration. finally, in case you were not aware or just did not care, an aol ip cannot be blocked, so that is not any threat for the anon.  ",1
hey  kerry is a loser and so is gore.-   ,1
"wait a minute.  i looked at your background and i see that you are french.  i sorry.  what's it like living in a former world power that is nothing but an impotent, second-rate country with an inferiority complex???  wait don't tell me, from your comment i already know.  it tees you off that no one and i mean no one pays any damn attention to you any more, so much so that you have to buy saddam's oil off of the black market and invade third world countries like the ivory coast and then lecture americans.  but americans do care!!!!  we just laugh at you.  have frog day!!!   ",1
"  lol; charles, you are a real fag aren't you? siding with chinks??  go fuck yourself, asswipe! we don't need no chinks in here.   fag",1
"  wow mirv is teh protect this paeg!!!  lol, charles/mirv seems to be a real fag.   fucking asswipe",1
"  == shut up, fag ==  lol you will ban me huh? ooh im shakin im shakin  fucking faggot you need to go back to high school  or get some fucking brains  asswipe!",1
"  ==ah what?==  you gotta girlfriend? the pedophile apologizer has a girlfriend now? does she share your view on kids? please, please promise the world one thing. you won't have any children please, will you?! ",1
 i also found that this guy names sever is like da supa chilla of dem all...little gonden snub nosed maunkey!,1
"  yeah, what the fuck is this? get your lazy commie ass back here! as you capitalist overlord, i demand it of you!.   seriously though, come back soon.  ",1
"  fuck you alkiva wikipedia is a democracy, a work of contributors, it is not about elitism, you don't own pages here.",1
"  == what to do with elitist assholes who do not allow anybody else to edit certain pages? ==  people such as alkivar?  we must get rid of elitism, wikipedia is a democracy for the contribution of ideas.",1
   ==can i eye== fuck you you negro see grow  ,1
   ==thank you your the wellcome== arabic assholr go back to arabia you fucking arabic saudi!!  ,1
"`  dear squeakbox:  i have been very polite to you compared to your incredible persistent rudeness and use of three different identities upon me.  i have saved your entire string of correspondence, so have at it!   if i recall correctly, you threatened me with a honduran jail for ``vandalising wikipedia`` when i was the one who wrote correctly.  moreover, i covered solana's spanish political career very thoroughly and you falsely accused me of not doing so.  it seems my biggest mistake was once writing ``ferninand gonazalez`` instead of ``felipe gonzalez`` which would have been a simple edit for you.  instead, you launched an unseemly internet career of calling me ``a troll`` and a ``vandal`` among other things.  then you proceeded to ridicule what you perceive as my religious beliefs, while simultaneously confessing to me the past two days (if it wasn't one more blind) your faith in haile selassie, the long dead ruler of ethiopia as god almighty!  if you want to talk patronizingly about religious beliefs, i could make one fine case out of that, but instead you want to rail and reduce wikipedia to a britannica junior encyclopedia and below.  why don't you go pick on someone else!  constance.  `",1
"  ::you zionist jewbastard khazar turks just love filibusters that draw out this tragedy to no conclusion.  that's right, only you are allowed a say on the issue.  you have the right to editorialise anything to your content, media mogul jackasses!  stay out of london, new york, washington and hollywood!  get the fuck out of america and stop dragging us into your stupid affairs with muslims!  you deserved 9/11 and i hope more of you die from suicide bombings by economically tortured muslims, just keep it in the middle east.  helen clark did well to not take your shite!  i swear, i'll fucking kill you all if i ever go to israel.  i'll take nukes signed by each and every jew of the manhattan project and level you to nothing; in a eulogy to theodore herzl.  what irony, to die by the products of your own hands, that had me fear for my life in the fucking cold war.  mad scientists and loan sharks, fucking trash with no goddamn decency to europe and america!  wanderer gypsies, no sense of love for your own people enough to stick together on your own land.  can't even settle down and do your own thing away from others.  leave us and rachel corrie alone!  you have no respect for the dead!  to you, she was just another goy puppet!  you will pay and i hope to personally see you die.  perhaps a tay-sachs bio-weapon to plague and infest the lot of you until death do we part.  take your michael medveds, adam sandlers and bob dylans and shove them up your arses!  no more disraelis and kerrys or rothschilds and greenspans will ruin our lives!  you bring disrepute to white males, by rewriting history; fucking up churches and schools in culture war.  you killed mckinley and the romanovs.  fuck your sigmund freud, ron jeremy and ruth westheimer pervert terrorists and kill yourselves now!  you fucking howard stern/jerry seinfeld/eugene levy garbage are no better than any other semite like the muslims themselves!  you anti-semitic hypocrites have no feature but greed and barbarism!  i read the massacre at clifford's tower in york castle and hope for another!  your ritual child abuse still mutilates baby genitals, just like labia removal.  you are savages without civilisation and bloodsucking leeches holding onto hosts as all viruses do; so you are fake friends!  no more bugsy siegel hollowcau$e industry and kosher racketeering!  ::genocidist david slew goliath of palestine!  rejected ones, you haven't monopoly on suffering!",1
"  :adming  is the one who abuses wikipedia to force his stupid personal taste for just that one particular article.  he is an admin and tries to make just one article out of line with wikipedia standards and style.  instead of bothering me, go ask that idiot why he tries to make wikipedia articles inconsistent.   ",1
"  you can block and block and suck my cock but nothing can stop freedom of speech. in the end, america wins. we always do. ask saddam. my sockpuppet army is on the march.  ",1
"`  ::my god, you are stupidity incarnate.  how the fuck is this picture ``causing serious offense`` ?!!  the only problem with this picture is that bahaullah looks like the crook that he was and this is why the bahai organization does not want this picture to float around  because it is not a good advertisement for their cult.  you sound extremely stupid.`",1
   what the fuck is your problem?,1
  shut the hell up jeremya stop posting nonsense.,1
"`  == bye bye jerk! ==    i guess this means you will be crying about the nazis anymore.  what is your problem with nazis anyway?  did you date a nazi woman and she broke your heart??  what a shame!!!  your life isn't worth living anymore so pleasee kill yourself!  you know i'm right.  you've felt this way for a long time.  you've probably been thinking about killing yourself for quite some time.  i'm here to tell you, it's all right.  go ahead.  do it.  it won't hurt. be brave.  all your troubles will be over.  you won't have the pain anymore.  everyone else?  don't worry, they'll get by.    what do you mean it's not your fault things turned out badly?  it certainly is your fault.  you ought to be ashamed of yourself for what you've done  - and failed to do.  maybe things could have changed if you weren't such  a weakling.  you're defective.  you've been that way for a long time.  you are proof that god makes mistakes.  look at your life.  failure after failure after failure.  and should we mention those ``things`` that you did?  you know what i'm talking about.  i can't believe you did that!  you disgust me.  you should have died a long time ago.  you know i'm right.    just do it!!!`",1
"`  == hey, polish slavic monkeys ==  you slavic monkeys can wright here all the shit what you want. but all world knews what realy you are - the trashy mutantes from lower dniepr. your ``poland`` have no rights to exist - it is only band of slavic trampes.   vilnietis`",1
"  == why the us sucks ==  ya so the us sucs cuz bugh is dumb and they have to much army and people are to mean in new york and jesusland is to big and ya. so anyway, this was severs opinion",1
"  == bye bye jerk!! ==  i guess this means you will not be crying about the nazis anymore. what is your problem with nazis anyway? did you date a nazi woman and she broke your heart?? what a shame!!!     your life isn't worth living anymore so pleasee kill yourself!      you know i'm right. you've felt this way for a long time. you've probably been thinking about killing yourself for quite some time. i'm here to tell you, it's all right. go ahead. do it. it won't hurt. be brave. all your troubles will be over. you won't have the pain anymore. everyone else? don't worry, they'll get by. you never really did fit in in australia or anywhere else for that matter.  do what must be done.     what do you mean it's not your fault things turned out badly? it certainly is your fault. you ought to be ashamed of yourself for what you've done in your failed life - and failed to do. maybe things could have changed if you weren't such a weakling and hate-filled person. you're defective. you've been that way for a long time. you are proof that god makes mistakes.       you disgust me. you should have died a long time ago. you know i'm right.",1
", obviously lan3y knows more about the band than mark and tom, an  example of stupidity.",1
   ==blink 182==  you ahve 3 blink 182 cd's???? wow i have 24 motherfucker.  so i do know what i am talking about.,1
 kiss my hairy bottay    screw you all if you like dictators die die die  ,1
"  heh, look, not everything is on google. you are a dumbass.  ",1
"  btw there needs to be some serious fact checking on some claims such as.. does blank;s pond actually even exist anymore, or did people realize it was a mud puddle full of shit and fill it up a long time ago. is tas really non-profit>? no! the college acceptance rate for the graduating class has always been above ninety percent.what does this mean? people from tas get accepted 90% of the time? no!  seriously, the censorship needs to go away. we've seen that tas has sports facilities and a hot meal line. we also want to see what the taiwanese people feel about tas because that is an important part of what tas is. we need to publish the incidents that are so important to tas. juz cuz you think it givves tas a bad name doesn't mean that it shouldn't be published. if its true, then fuck, let there be light. this censorship shit is really really gay.  ",1
"`  haha you are a dumb shit. what's so wrong about ``nazi`` or ``hitler``. some dumb american shit that makes nazi or hitler some how incomparable to any other shit? you know what, many people in the world think your dumb american imperialism, assault on iraq, are comparable to the atrocities performed by the nazis. yet ``american`` or ``republican`` is not a diss.  let me say it right here out loud: tas is almost as bad as nazis!  `",1
